Название;Материал;Дата поступления;Дата документа о качестве;Документ о качестве;;Отбор проб;Номер документа о качестве;Предприятие изготовитель
173438;Бетонные образцы-кубы;21.02.2025;05.02.2025;Файл: Паспорт от 5 февраля БСТ 3.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173438&field_id=PROPERTY_1419&file_id=205704&ncc=y&download=y&download=y;0502/-БЕТ;БА-924;"ООО ""СОЮЗ"""
173441;Бетонные образцы-кубы;21.02.2025;05.02.2025;Файл: Паспорт от 5 февраля БСТ 2.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173441&field_id=PROPERTY_1419&file_id=205707&ncc=y&download=y&download=y;0502/-БЕТ2;БА-925;"ООО ""СОЮЗ"""
173444;Бетонные образцы-кубы;21.02.2025;05.02.2025;Файл: Паспорт от 5 февраля БСТ 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173444&field_id=PROPERTY_1419&file_id=205710&ncc=y&download=y&download=y;0502/-БЕТ3;050225-1;"ООО ""ГК ПЕГАС"""
173447;Бетонные образцы-кубы;21.02.2025;06.02.2025;Файл: Паспорт от 6 февраля БСТ 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173447&field_id=PROPERTY_1419&file_id=205713&ncc=y&download=y&download=y;0602/-БЕТ;060225-1;"ООО ""ГК ПЕГАС"""
173450;Бетонные образцы-кубы;21.02.2025;07.02.2025;Файл: Паспорт от 7 февраля БСТ 3.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173450&field_id=PROPERTY_1419&file_id=205716&ncc=y&download=y&download=y;0702/-БЕТ;БА-952;"ООО ""СОЮЗ"""
173453;Бетонные образцы-кубы;21.02.2025;07.02.2025;Файл: Паспорт от 7 февраля БСТ 4.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173453&field_id=PROPERTY_1419&file_id=205719&ncc=y&download=y&download=y;0702/-БЕТ2;БА-977;"ООО ""СОЮЗ"""
173456;Бетонные образцы-кубы;21.02.2025;07.02.2025;Файл: Паспорт от 7 февраля БСТ 2.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173456&field_id=PROPERTY_1419&file_id=205722&ncc=y&download=y&download=y;0702/-БЕТ3;070225-2;"ООО ""ГК ПЕГАС"""
173491;Песок по ГОСТ 8736;10.03.2025;09.03.2025;Файл: Паспорт 18 от 09.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173491&field_id=PROPERTY_1419&file_id=205750&ncc=y&download=y&download=y;7/АД-1509;18;"ООО ""КПК Ресурс"""
173494;Песок по ГОСТ 8736;10.03.2025;;;;8/АД-1509;;
173497;Грунт в кольцах ;18.03.2025;;;;9/АД-1509 10/АД-1509 11/АД-1509 12/АД-1509 13/АД-1509 14/АД-1509 15/АД-1509;;
173503;ЩПС С-10 по ГОСТ 25607;18.03.2025;24.02.2025;Файл: Паспорт 01 22 от 24.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173503&field_id=PROPERTY_1419&file_id=205763&ncc=y&download=y&download=y;22/АД-1509;01/22;"ООО ""Карьер-Инвест"""
173512;АБС SMA-16 по ГОСТ Р 58401.2;28.01.2025;;;;26;;
173515;Керны АБ SMA-16 по ГОСТ Р 58401.2;28.01.2025;;;;25;;
173524;Керны АБ SP-22Э по ГОСТ Р 58401.1;16.01.2025;;;;23;;
173533;АБС SP-22Э по ГОСТ Р 58401.1;16.01.2025;;;;22;;
173538;АБС SP-32Э по ГОСТ Р 58401.1;14.01.2025;05.01.2025;Файл: Паспорт 46 от 05.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173538&field_id=PROPERTY_1419&file_id=205774&ncc=y&download=y&download=y;20;46;"ООО ""ТрансСтройМеханизация"""
173546;Керны АБ SP-32Э по ГОСТ Р 58401.1;14.01.2025;;;;24;;
173556;ОМС 32 К по ГОСТ Р 70197.1;09.01.2025;05.01.2025;Файл: Паспорт 30 от 05.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173556&field_id=PROPERTY_1419&file_id=205779&ncc=y&download=y&download=y;21;30;"ООО ""ТрансСтройМеханизация"""
173561;Песок по ГОСТ 32824;28.01.2025;21.01.2025;Файл: Паспорт 1955 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173561&field_id=PROPERTY_1419&file_id=205782&ncc=y&download=y&download=y;28;1955;"ООО ""Тульский известняк"""
173569;Бетонные образцы-кубы;28.01.2025;21.01.2025;Файл: Паспорт 1 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173569&field_id=PROPERTY_1419&file_id=205788&ncc=y&download=y&download=y;28;1;"ООО ""ТрансСтройМеханизация"""
173572;Бетонные образцы-кубы;28.01.2025;24.01.2025;Файл: Паспорт 122 от 24.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173572&field_id=PROPERTY_1419&file_id=205790&ncc=y&download=y&download=y;27;122;"ОАО ""Агросервис"""
173575;ЩПС С-4 по ГОСТ 25607;28.01.2025;09.01.2025;Файл: Паспорт 0901-1 от 09.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173575&field_id=PROPERTY_1419&file_id=205793&ncc=y&download=y&download=y;29;0901-1;"АО ""Щебёночный завод ""Турдейский"""
173583;Бетонные образцы-кубы;21.02.2025;10.02.2025;Файл: Паспорт от 10 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173583&field_id=PROPERTY_1419&file_id=205852&ncc=y&download=y&download=y;1002/-БЕТ;БА-1063;"ООО ""СОЮЗ"""
173586;Бетонные образцы-кубы;26.12.2024;26.12.2024;Файл: Паспорт №БА-11325 от 26.12.2024г..pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173586&field_id=PROPERTY_1419&file_id=205855&ncc=y&download=y&download=y;2612/-БЕТ2;БА-11325;"ООО ""СОЮЗ"""
173589;Бетонные образцы-кубы;21.02.2025;11.02.2025;Файл: Паспорт от 11 февраля БСТ 3.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173589&field_id=PROPERTY_1419&file_id=205858&ncc=y&download=y&download=y;1102/-БЕТ;110225-1;"ООО ""ГК ПЕГАС"""
173592;Бетонные образцы-кубы;28.01.2025;21.01.2025;Файл: Паспорт 1 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173592&field_id=PROPERTY_1419&file_id=205861&ncc=y&download=y&download=y;28;1;"ООО ""ТрансСтройМеханизация"""
173596;Бетонные образцы-кубы;28.01.2025;21.01.2025;Файл: Паспорт 1 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173596&field_id=PROPERTY_1419&file_id=205869&ncc=y&download=y&download=y;28;1;"ООО ""ТрансСтройМеханизация"""
173599;Бетонные образцы-кубы;21.02.2025;11.02.2025;Файл: Паспорт от 11 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173599&field_id=PROPERTY_1419&file_id=205872&ncc=y&download=y&download=y;1102/-БЕТ2;БА-1135;"ООО ""СОЮЗ"""
173602;Бетонные образцы-кубы;21.02.2025;12.02.2025;Файл: Паспорт от 12 февраля БСТ 3.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173602&field_id=PROPERTY_1419&file_id=205875&ncc=y&download=y&download=y;1202/-БЕТ;120225-2;"ООО ""ГК ПЕГАС"""
173605;Бетонные образцы-кубы;28.01.2025;24.01.2025;Файл: Паспорт 122 от 24.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173605&field_id=PROPERTY_1419&file_id=205878&ncc=y&download=y&download=y;27;122;"ОАО ""Агросервис"""
173609;Грунт в кольцах ;22.01.2025;;;;86/96;;
173612;Песок по ГОСТ 8736;22.01.2025;15.01.2025;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173612&field_id=PROPERTY_1419&file_id=205885&ncc=y&download=y&download=y;86/97;15/01/01;"ООО ""Строй-Трейд"""
173615;Песок по ГОСТ 8736;22.01.2025;17.01.2025;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173615&field_id=PROPERTY_1419&file_id=205888&ncc=y&download=y&download=y;86/99;17/01/01;"ООО ""Строй-Трейд"""
173618;Грунт в кольцах ;22.01.2025;;;;86/98;;
173621;Песок по ГОСТ 32824;11.02.2025;30.11.2024;Файл: Паспорт 44 от 30.11.2024.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173621&field_id=PROPERTY_1419&file_id=205892&ncc=y&download=y&download=y;33;44;"ООО ""Юг"""
173624;Песок по ГОСТ 32824;18.02.2025;21.01.2025;Файл: Паспорт 1956 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173624&field_id=PROPERTY_1419&file_id=205895&ncc=y&download=y&download=y;34;1956;"ООО ""Тульский известняк"""
173627;Песок по ГОСТ 32824;25.02.2025;18.02.2025;Файл: Паспорт 87 от 18.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173627&field_id=PROPERTY_1419&file_id=205898&ncc=y&download=y&download=y;40;87;"ООО ""Юг"""
173630;ЩПС С-4 по ГОСТ 25607;22.01.2025;22.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173630&field_id=PROPERTY_1419&file_id=205901&ncc=y&download=y&download=y;86/95;333;"ООО ""МаркГео"""
173633;Бетонные образцы-кубы;11.02.2025;03.02.2025;Файл: Паспорт 422 от 03.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173633&field_id=PROPERTY_1419&file_id=205904&ncc=y&download=y&download=y;30;422;"ОАО ""Агросервис"""
173636;Бетонные образцы-кубы;18.02.2025;10.02.2025;Файл: Паспорт 487 от 10.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173636&field_id=PROPERTY_1419&file_id=205907&ncc=y&download=y&download=y;37;487;"ОАО ""Агросервис"""
173639;Бетонные образцы-кубы;18.02.2025;29.01.2025;Файл: Паспорт 338 от 29.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173639&field_id=PROPERTY_1419&file_id=205910&ncc=y&download=y&download=y;3;338;"ОАО ""Агросервис"""
173644;Бетонные образцы-кубы;18.02.2025;14.02.2025;Файл: Паспорт 541 от 14.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173644&field_id=PROPERTY_1419&file_id=205915&ncc=y&download=y&download=y;38;541;"ОАО ""Агросервис"""
173650;Бетонные образцы-кубы;25.02.2025;20.02.2025;Файл: Паспорт 600 от 20.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173650&field_id=PROPERTY_1419&file_id=205921&ncc=y&download=y&download=y;42;600;"ОАО ""Агросервис"""
173653;Щебень фр. 20-40 мм по ГОСТ 8267;11.02.2025;06.12.2024;Файл: Паспорт 314-1 от 06.12.2024.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173653&field_id=PROPERTY_1419&file_id=205926&ncc=y&download=y&download=y;31;314-1;"ООО ""Барсуковское рудоуправление"""
173660;ЩПС С-4 по ГОСТ 25607;11.02.2025;16.12.2024;Файл: Паспорт 1612-3 от 16.12.2024.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173660&field_id=PROPERTY_1419&file_id=205933&ncc=y&download=y&download=y;32;12/02/25/2Щ/1025/М-4;"АО ""Щебёночный завод ""Турдейский"""
173663;ЩПС С-4 по ГОСТ 25607;18.02.2025;09.01.2025;Файл: Паспорт 0901-1 от 09.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173663&field_id=PROPERTY_1419&file_id=205936&ncc=y&download=y&download=y;36;0901-1;"АО ""Щебёночный завод ""Турдейский"""
173666;ЩПС С-4 по ГОСТ 25607;25.02.2025;20.02.2025;Файл: Паспорт 2002-2 от 20.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173666&field_id=PROPERTY_1419&file_id=205939&ncc=y&download=y&download=y;41;2002-2;"АО ""Щебёночный завод ""Турдейский"""
173669;Бетонные образцы-кубы;27.12.2024;05.12.2024;Файл: Паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173669&field_id=PROPERTY_1419&file_id=205943&ncc=y&download=y&download=y;86/86-1;2783;"ООО ""РБУ 108"""
173672;Бетонные образцы-кубы;10.01.2025;13.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173672&field_id=PROPERTY_1419&file_id=205946&ncc=y&download=y&download=y;86/88-1;2837;"ООО ""РБУ 108"""
173675;Бетонные образцы-кубы;14.01.2025;17.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173675&field_id=PROPERTY_1419&file_id=205949&ncc=y&download=y&download=y;86/93;241217/1;"ООО ""Дэстар"""
173678;Бетонные образцы-кубы;16.01.2025;19.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173678&field_id=PROPERTY_1419&file_id=205952&ncc=y&download=y&download=y;86/94;2852;"ООО ""РБУ 108"""
173681;Бетонные образцы-кубы;27.12.2024;24.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173681&field_id=PROPERTY_1419&file_id=205955&ncc=y&download=y&download=y;б/н;0А00-024119;"ООО ""Штарком"""
173687;Бетонные образцы-кубы;27.12.2024;24.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173687&field_id=PROPERTY_1419&file_id=205963&ncc=y&download=y&download=y;б/н;0А00-024119;"ООО ""Штарком"""
173696;Песок по ГОСТ 8736;03.02.2025;28.01.2025;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173696&field_id=PROPERTY_1419&file_id=205987&ncc=y&download=y&download=y;86/101;28/01/01;"ООО ""Строй-Трейд"""
173702;ЩПС С-4 по ГОСТ 25607;07.02.2025;22.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173702&field_id=PROPERTY_1419&file_id=205990&ncc=y&download=y&download=y;86/103;333;"ООО ""МаркГео"""
173705;Грунт в кольцах ;07.02.2025;;;;86/100;;
173708;Грунт в кольцах ;07.02.2025;;;;86/103-1;;
173711;Грунт в кольцах ;07.02.2025;;;;86/104-1;;
173714;Песок по ГОСТ 8736;07.02.2025;03.02.2025;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=173714&field_id=PROPERTY_1419&file_id=206003&ncc=y&download=y&download=y;86/102;03/02/01;"ООО ""Строй-Трейд"""
