Название;Сортировка;ПЛП;Наименование объекта;Документ отбора проб;Ссылка;Место отбора проб;Дата отбора проб;Лицо, предоставившее пробу;Номер акта отбора проб;Примечание
209229;500;ПЛП 6;РЕК М-1 км 33 ? км 84 (IV ПК км 66-км 84);Файл: 03.12.2025 акт №531-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209229&field_id=PROPERTY_1409&file_id=237487&ncc=y&download=y&download=y;Временная база на км 73 лево;03.12.2025;ГСК;531;
209233;500;ПЛП 6;РЕК М-1 км 33 ? км 84 (IV ПК км 66-км 84);Файл: 04.12.2025 акт №534.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209233&field_id=PROPERTY_1409&file_id=237489&ncc=y&download=y&download=y;Временная база на км 73 лево;04.12.2025;ГСК;534;
209236;500;ПЛП 6;КО М-4 км 133+750 - км 221+020 (II, III, IV этапы), км 527+550 - км 544+850, км 545+250 - км 628+450 (V этап), 1119+500 - км 1195+100 (III этап), СТР НПП км 325+625, км 466+370 (I очередь);Файл: 11.11.2025 Акт №11-11-Бет-1117-1-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209236&field_id=PROPERTY_1409&file_id=237491&ncc=y&download=y&download=y;Км 598 -км 599;11.11.2025;ГСК;11.11-БЕТ-1117-1;
209253;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 11.11.2025 акт №11.11-25-05.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209253&field_id=PROPERTY_1409&file_id=237505&ncc=y&download=y&download=y;ПК377+00 3м от оси влево;11.11.2025;ГСК;11.11/25-05;ПК376+25 - ПК378+00 лево
209256;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-08-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209256&field_id=PROPERTY_1409&file_id=237508&ncc=y&download=y&download=y;ПК375+50 2м от оси влево;12.11.2025;ГСК;12.11/25-08-01;ПК375+00 - ПК376+75 лево
209259;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-12.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209259&field_id=PROPERTY_1409&file_id=237510&ncc=y&download=y&download=y;ПК417+53 4м от оси влево;12.11.2025;ГСК;12.11/25-12;
209262;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 13.11.2025 акт №13.11-25-02.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209262&field_id=PROPERTY_1409&file_id=237512&ncc=y&download=y&download=y;ПК0+20 2м от оси;13.11.2025;ГСК;13.11/25-02;ВП №2 ПК0+05 - ПК0+35 (ПК287+34,71 - ПК287+69,71 ОХ)
209270;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 17.11.2025 акт №17.11-25-06.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209270&field_id=PROPERTY_1409&file_id=237516&ncc=y&download=y&download=y;ПК421+70 - ПК426+30 право, кузов автосамосвала;17.11.2025;ГСК;17.11/25-06;А/б смесь с АБЗ км 121 М-3
209273;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 10.11.2025 акт №10.11-25-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209273&field_id=PROPERTY_1409&file_id=237532&ncc=y&download=y&download=y;ПК240+18 право;10.11.2025;ГСК;10.11/25-01;Обратная засыпка ВПТ 6 слой
209276;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 10.11.2025 акт №10.11-25-02.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209276&field_id=PROPERTY_1409&file_id=237535&ncc=y&download=y&download=y;ПК240+18 право;10.11.2025;ГСК;10.11/25-02;Обратная засыпка ВПТ 7 слой
209278;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 10.11.2025 акт №10.11-25-02.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209278&field_id=PROPERTY_1409&file_id=237538&ncc=y&download=y&download=y;ПК240+18 право;10.11.2025;ГСК;10.11/25-02;Обратная засыпка ВПТ 7 слой
209281;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 10.11.2025 акт №11.11-25-03.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209281&field_id=PROPERTY_1409&file_id=237540&ncc=y&download=y&download=y;ПК240+18 право;11.11.2025;ГСК;11.11/25-03;Обратная засыпка ВПТ 8 слой
209284;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 11.11.2025 акт №11.11-25-04.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209284&field_id=PROPERTY_1409&file_id=237542&ncc=y&download=y&download=y;ПК240+18 право;11.11.2025;ГСК;11.11/25-04;Обратная засыпка ВПТ 9 слой
209287;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-08.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209287&field_id=PROPERTY_1409&file_id=237544&ncc=y&download=y&download=y;ПК258+60 6м от оси вправо;12.11.2025;ГСК;12.11/25-08;ПК258+40 - ПК259+00 право, ППС
209291;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-09.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209291&field_id=PROPERTY_1409&file_id=237548&ncc=y&download=y&download=y;ПК258+602м от оси вправо;12.11.2025;ГСК;12.11/25-09;ПК258+40 - ПК259+00 право, Земляное полотно,
209294;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-10.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209294&field_id=PROPERTY_1409&file_id=237550&ncc=y&download=y&download=y;ПК3+00 2м от оси;12.11.2025;ГСК;12.11/25-10;РП ПК2+20 - ПК4+50
209297;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-11.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209297&field_id=PROPERTY_1409&file_id=237552&ncc=y&download=y&download=y;ПК240+18 право;12.11.2025;ГСК;12.11/25-11;Обратная засыпка ВПТ 10 слой
209300;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 12.11.2025 акт №12.11-25-13.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209300&field_id=PROPERTY_1409&file_id=237554&ncc=y&download=y&download=y;ПК240+18 право;12.11.2025;ГСК;12.11/25-13;Обратная засыпка ВПТ 11 слой
209303;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 13.11.2025 акт №13.11-25-03.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209303&field_id=PROPERTY_1409&file_id=237556&ncc=y&download=y&download=y;ПК4+00 4м от оси;13.11.2025;ГСК;13.11/25-03;РП ПК2+20 - ПК4+50, 8 слой
209306;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 13.11.2025 акт №13.11-25-05.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209306&field_id=PROPERTY_1409&file_id=237558&ncc=y&download=y&download=y;ПК240+18 право;13.11.2025;ГСК;13.11/25-05;Обратная засыпка ВПТ 12 слой
209309;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 18.11.2025 акт №18.11-25-02.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209309&field_id=PROPERTY_1409&file_id=237560&ncc=y&download=y&download=y;ПК240+40 6м от оси вправо;18.11.2025;ГСК;18.11/25-02;ПК239+70 - ПК240+75 право, ППС
209312;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 19.11.2025 акт №19.11-25-02.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209312&field_id=PROPERTY_1409&file_id=237562&ncc=y&download=y&download=y;ПК240+50 16м от оси вправо;19.11.2025;ГСК;19.11/25-02;ПК239+70 - ПК240+75 право, ППС
209315;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 20.11.2025 акт №20.11-25-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209315&field_id=PROPERTY_1409&file_id=237564&ncc=y&download=y&download=y;ПК252+00 право;20.11.2025;ГСК;20.11/25-01;Обратная засыпка ВПТ 1 слой
209318;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 20.11.2025 акт №20.11-25-02 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209318&field_id=PROPERTY_1409&file_id=237566&ncc=y&download=y&download=y;ПК252+00 право;20.11.2025;ГСК;20.11/25-02;Обратная засыпка ВПТ 2 слой
209321;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 21.11.2025 акт №21.11-25-01 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209321&field_id=PROPERTY_1409&file_id=237568&ncc=y&download=y&download=y;ПК252+00 право;21.11.2025;ГСК;21.11/25-01;Обратная засыпка ВПТ 4 слой
209324;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 21.11.2025 акт №21.11-25-02 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209324&field_id=PROPERTY_1409&file_id=237570&ncc=y&download=y&download=y;ПК252+00 право;21.11.2025;ГСК;21.11/25-02;Обратная засыпка ВПТ 3 слой
209327;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 22.11.2025 акт №22.11-25-06 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209327&field_id=PROPERTY_1409&file_id=237572&ncc=y&download=y&download=y;ПК252+00 право;22.11.0225;ГСК;22.11/25-06;Обратная засыпка ВПТ 5 слой
209330;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 22.11.2025 акт №22.11-25-05 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209330&field_id=PROPERTY_1409&file_id=237574&ncc=y&download=y&download=y;ПК252+00 право;22.11.2025;ГСК;22.11/25-05;Обратная засыпка ВПТ 6 слой
209333;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 17.11.2025 акт №17.11-25-07.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209333&field_id=PROPERTY_1409&file_id=237576&ncc=y&download=y&download=y;ПК218+14 право примыкание;17.11.2025;ГСК;17.11/25-07;Рабочий слой
209336;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 17.11.2025 акт №17.11-25-09.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209336&field_id=PROPERTY_1409&file_id=237578&ncc=y&download=y&download=y;ПК216+00 3м от оси вправо;17.11.2025;ГСК;17.11/25-09;ПК215 - ПК219 прав, рабочий слой
209339;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 17.11.2025 акт №17.11-25-10.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209339&field_id=PROPERTY_1409&file_id=237580&ncc=y&download=y&download=y;ПК216+10 4м от оси вправо;17.11.2025;ГСК;17.11/25-10;ПК215+10 ПК219+00 право, ППС
209342;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 17.11.2025 акт №17.11-25-11.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209342&field_id=PROPERTY_1409&file_id=237582&ncc=y&download=y&download=y;ПК218+24 примыкание;17.11.2025;ГСК;17.11/25-11;ПК218+24 право примыкание
209345;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 20.11.2025 акт №20.11-25-03 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209345&field_id=PROPERTY_1409&file_id=237584&ncc=y&download=y&download=y;ПК217+80 лево;20.11.2025;ГСК;20.11/25-03;Обратная засыпка ВПТ 2 слой
209348;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 22.11.2025 акт №22.11-25-04 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209348&field_id=PROPERTY_1409&file_id=237586&ncc=y&download=y&download=y;ПК35+50;22.11.2025;ГСК;22.11/25-04;ВП №2 ПК35+00 - ПК36+50 (ПК323 - ПК324 право), ППС
209351;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 22.11.2025 акт №22.11-25-02 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209351&field_id=PROPERTY_1409&file_id=237588&ncc=y&download=y&download=y;ПК35+50;22.11.2025;ГСК;22.11/25-02;ВП №2 ПК35+00 - ПК36+50 (ПК323 - ПК324 право ОХ), рабочий слой.
209359;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 22.11.2025 акт №22.11-25-03 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209359&field_id=PROPERTY_1409&file_id=237593&ncc=y&download=y&download=y;ПК454+00 7м от оси влево;22.11.2025;ГСК;22.11/25-03;ПК453+00 - ПК455+00 лево
209362;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 18.11.2025 акт №18.11-25-03 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209362&field_id=PROPERTY_1409&file_id=237595&ncc=y&download=y&download=y;ПК439+90 7м от оси вправо;18.11.2025;ГСК;18.11/25-03;ПК439+75 - ПК441+50 право, ППС
209365;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 13.11.2025 акт №13.11-25-04 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209365&field_id=PROPERTY_1409&file_id=237606&ncc=y&download=y&download=y;ПК480+00 3м от оси, переезд.;13.11.2025;ГСК;13.11/25-04;Земляное полотно
209370;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 08.11.2025 акт №08.11-25-02 (1)-0001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209370&field_id=PROPERTY_1409&file_id=237610&ncc=y&download=y&download=y;ПК438+50 5м от оси вправо;08.11.2025;ГСК;08.11/25-02;ПК438 - ПК439 право
209393;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 28.08.2025 Акт №572.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209393&field_id=PROPERTY_1409&file_id=237626&ncc=y&download=y&download=y;ПК209;28.08.2025;ГСК;572;
209396;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 28.08.2025 Акт №573.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209396&field_id=PROPERTY_1409&file_id=237629&ncc=y&download=y&download=y;ПК209;28.08.2025;ГСК;573;
209399;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 28.08.2025 Акт №574.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209399&field_id=PROPERTY_1409&file_id=237632&ncc=y&download=y&download=y;ПК252;28.08.2025;ГСК;574;
209402;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 29.08.2025 Акт №575.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209402&field_id=PROPERTY_1409&file_id=237635&ncc=y&download=y&download=y;ПК209;29.08.2025;ГСК;575;
209405;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 30.08.2025 Акт №576.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209405&field_id=PROPERTY_1409&file_id=237638&ncc=y&download=y&download=y;ПК426;30.08.2025;ГСК;576;
209408;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 30.08.2025 Акт №577.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209408&field_id=PROPERTY_1409&file_id=237641&ncc=y&download=y&download=y;ПК209;30.08.2025;ГСК;577;
209411;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 01.09.2025 Акт №578.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209411&field_id=PROPERTY_1409&file_id=237644&ncc=y&download=y&download=y;Пк366;01.09.2025;ГСК;578;
209414;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 01.09.2025 Акт №579.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209414&field_id=PROPERTY_1409&file_id=237647&ncc=y&download=y&download=y;ПК209;01.09.2025;ГСК;579;
209417;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 02.09.2025 Акт №580.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209417&field_id=PROPERTY_1409&file_id=237650&ncc=y&download=y&download=y;ПК377;02.09.2025;ГСК;580;
209420;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 02.09.2025 Акт №581.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209420&field_id=PROPERTY_1409&file_id=237653&ncc=y&download=y&download=y;АГПС;02.09.2025;ГСК;581;
209423;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 02.09.2025 Акт №582.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209423&field_id=PROPERTY_1409&file_id=237656&ncc=y&download=y&download=y;ПК464;02.09.2025;ГСК;582;
209426;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 24.08.2025 Акт №583.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209426&field_id=PROPERTY_1409&file_id=237659&ncc=y&download=y&download=y;ПК480;24.08.2025;ГСК;583;
209429;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 03.09.2025 Акт №584.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209429&field_id=PROPERTY_1409&file_id=237662&ncc=y&download=y&download=y;ПК366;03.09.2025;ГСК;584;
209432;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 03.09.2025 Акт №586.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209432&field_id=PROPERTY_1409&file_id=237665&ncc=y&download=y&download=y;АГПС;03.09.2025;ГСК;586;
209435;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 04.09.2025 Акт №587.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209435&field_id=PROPERTY_1409&file_id=237668&ncc=y&download=y&download=y;ПК511;04.09.2025;ГСК;587;
209438;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 04.09.2025 Акт №588.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209438&field_id=PROPERTY_1409&file_id=237671&ncc=y&download=y&download=y;пк426;04.09.2025;ГСК;588;
209441;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 04.09.2025 Акт №589.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209441&field_id=PROPERTY_1409&file_id=237674&ncc=y&download=y&download=y;АГПС;04.09.2025;ГСК;589;
209444;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 26.08.2025 Акт №590.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209444&field_id=PROPERTY_1409&file_id=237677&ncc=y&download=y&download=y;ПК426;26.08.2025;ГСК;590;
209447;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 04.09.2025 Акт №591.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209447&field_id=PROPERTY_1409&file_id=237680&ncc=y&download=y&download=y;ПК480;04.09.2025;ГСК;591;
209450;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 06.09.2025 Акт №592.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209450&field_id=PROPERTY_1409&file_id=237683&ncc=y&download=y&download=y;ПК377;06.09.2025;ГСК;592;
209453;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 06.09.2025 Акт №593.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209453&field_id=PROPERTY_1409&file_id=237686&ncc=y&download=y&download=y;ПК209;06.09.2025;ГСК;593;
209456;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: 06.09.2025 Акт №594.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=209456&field_id=PROPERTY_1409&file_id=237689&ncc=y&download=y&download=y;ПК464;06.09.2025;ГСК;594;
